date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:09:46	42123/42123	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:46%20GMT	https://htmldemo.net/koparion/p2/img/koparion/hm-6.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/hm-6.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:46	161568/161568	---MCZ	200	added ('OK')	text/html	etag:%2263478707-27720%22	https://htmldemo.net/koparion/koparion/index-7.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/index-7.html	(from https://htmldemo.net/koparion/index.html)
16:09:47	29669/29669	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:47%20GMT	https://htmldemo.net/koparion/p2/img/koparion/hm-7.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/hm-7.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:47	75593/75593	---MCZ	200	added ('OK')	text/html	etag:%2263478711-12749%22	https://htmldemo.net/koparion/koparion/shop.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/shop.html	(from https://htmldemo.net/koparion/index.html)
16:09:47	32734/32734	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:48%20GMT	https://htmldemo.net/koparion/p2/img/koparion/shop.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/shop.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:48	75598/75598	---MCZ	200	added ('OK')	text/html	etag:%226347870f-1274e%22	https://htmldemo.net/koparion/koparion/shop-list.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/shop-list.html	(from https://htmldemo.net/koparion/index.html)
16:09:48	25435/25435	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:49%20GMT	https://htmldemo.net/koparion/p2/img/koparion/shop-list.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/shop-list.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:48	59187/59187	---MCZ	200	added ('OK')	text/html	etag:%226347870d-e733%22	https://htmldemo.net/koparion/koparion/product-details.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/product-details.html	(from https://htmldemo.net/koparion/index.html)
16:09:51	31153/31153	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:51%20GMT	https://htmldemo.net/koparion/p2/img/koparion/product-details.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/product-details.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:51	59077/59077	---MCZ	200	added ('OK')	text/html	etag:%2268ce911c-e6c5%22	https://htmldemo.net/koparion/koparion/product-details-affiliate.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/product-details-affiliate.html	(from https://htmldemo.net/koparion/index.html)
16:09:53	30409/30409	---MCZ	200	added ('OK')	text/html	etag:%22634786fb-76c9%22	https://htmldemo.net/koparion/koparion/cart.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/cart.html	(from https://htmldemo.net/koparion/index.html)
16:09:53	24910/24910	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:52%20GMT	https://htmldemo.net/koparion/p2/img/koparion/affiliate.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/affiliate.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:54	18356/18356	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:54%20GMT	https://htmldemo.net/koparion/p2/img/koparion/cart.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/cart.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:54	51183/51183	---MCZ	200	added ('OK')	text/html	etag:%22634786fc-c7ef%22	https://htmldemo.net/koparion/koparion/checkout.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/checkout.html	(from https://htmldemo.net/koparion/index.html)
16:09:54	18804/18804	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:55%20GMT	https://htmldemo.net/koparion/p2/img/koparion/checkout.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/checkout.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:54	24221/24221	---MCZ	200	added ('OK')	text/html	etag:%2263478713-5e9d%22	https://htmldemo.net/koparion/koparion/wishlist.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/wishlist.html	(from https://htmldemo.net/koparion/index.html)
16:09:55	21079/21079	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:55%20GMT	https://htmldemo.net/koparion/p2/img/koparion/wishlist.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/wishlist.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:55	33450/33450	---MCZ	200	added ('OK')	text/html	etag:%22634786fd-82aa%22	https://htmldemo.net/koparion/koparion/compare.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/compare.html	(from https://htmldemo.net/koparion/index.html)
16:09:55	24091/24091	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:56%20GMT	https://htmldemo.net/koparion/p2/img/koparion/compare.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/compare.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:56	43697/43697	---MCZ	200	added ('OK')	text/html	etag:%226347870b-aab1%22	https://htmldemo.net/koparion/koparion/my-account.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/my-account.html	(from https://htmldemo.net/koparion/index.html)
16:09:56	20184/20184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:56%20GMT	https://htmldemo.net/koparion/p2/img/koparion/my-account.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/my-account.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:56	33000/33000	---MCZ	200	added ('OK')	text/html	etag:%22634786f7-80e8%22	https://htmldemo.net/koparion/koparion/about.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/about.html	(from https://htmldemo.net/koparion/index.html)
16:09:56	24823/24823	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:57%20GMT	https://htmldemo.net/koparion/p2/img/koparion/about.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/about.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:57	39420/39420	---MCZ	200	added ('OK')	text/html	etag:%22634786f9-99fc%22	https://htmldemo.net/koparion/koparion/blog.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/blog.html	(from https://htmldemo.net/koparion/index.html)
16:09:57	24928/24928	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:57%20GMT	https://htmldemo.net/koparion/p2/img/koparion/blog.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/blog.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:57	33926/33926	---MCZ	200	added ('OK')	text/html	etag:%22634786f9-8486%22	https://htmldemo.net/koparion/koparion/blog-details.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/blog-details.html	(from https://htmldemo.net/koparion/index.html)
16:09:57	28271/28271	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:58%20GMT	https://htmldemo.net/koparion/p2/img/koparion/blog-details.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/blog-details.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:57	28499/28499	---MCZ	200	added ('OK')	text/html	etag:%22634786fe-6f53%22	https://htmldemo.net/koparion/koparion/contact.html	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/contact.html	(from https://htmldemo.net/koparion/index.html)
16:09:58	22703/22703	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Oct%202025%2009:09:58%20GMT	https://htmldemo.net/koparion/p2/img/koparion/contact.jpg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/img/koparion/contact.jpg	(from https://htmldemo.net/koparion/index.html)
16:09:59	164514/164514	---M--	200	added ('OK')	image/png	etag:%22e2df764eaeecc28176fd74e9d5836827%22	https://s3.envato.com/files/249650128/devita-preview.__large_preview.png	C:/Users/dungb/Downloads/template/s3.envato.com/files/249650128/devita-preview.__large_preview.png	(from https://htmldemo.net/koparion/index.html)
16:09:59	172650/172650	---M--	200	added ('OK')	image/png	etag:%22b7e966185a00c6f856a3ab10284dd83a%22	https://s3.envato.com/files/244112803/01_preview_image_wenro.__large_preview.png	C:/Users/dungb/Downloads/template/s3.envato.com/files/244112803/01_preview_image_wenro.__large_preview.png	(from https://htmldemo.net/koparion/index.html)
16:09:59	236399/236399	---M--	200	added ('OK')	image/png	etag:%22daa1872903d94ee70d3d340a67ac489c%22	https://s3.envato.com/files/243820809/01_preview_image_volga.__large_preview.png	C:/Users/dungb/Downloads/template/s3.envato.com/files/243820809/01_preview_image_volga.__large_preview.png	(from https://htmldemo.net/koparion/index.html)
16:10:00	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Oct%202025%2009:10:00%20GMT	https://s3.envato.com/files/237139625/Preview.__large_preview.png	C:/Users/dungb/Downloads/template/s3.envato.com/files/237139625/Preview.__large_preview.png	(from https://htmldemo.net/koparion/index.html)
16:10:00	118342/118342	---M--	200	added ('OK')	image/png	etag:%2268d6433d4ebe183416da80c8448e3626%22	https://s3.envato.com/files/238844904/preview.__large_preview.png	C:/Users/dungb/Downloads/template/s3.envato.com/files/238844904/preview.__large_preview.png	(from https://htmldemo.net/koparion/index.html)
16:10:01	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2020%20Oct%202025%2009:10:01%20GMT	https://s3.envato.com/files/236854570/preview.__large_preview.png	C:/Users/dungb/Downloads/template/s3.envato.com/files/236854570/preview.__large_preview.png	(from https://htmldemo.net/koparion/index.html)
16:10:01	86713/86713	---MCZ	200	added ('OK')	application/javascript	etag:%22634786f3-152b9%22	https://htmldemo.net/koparion/p2/js/vendor/jquery-3.1.1.min.js	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/js/vendor/jquery-3.1.1.min.js	(from https://htmldemo.net/koparion/index.html)
16:10:01	37121/37121	---MCZ	200	added ('OK')	application/javascript	etag:%22634786cf-9101%22	https://htmldemo.net/koparion/p2/js/bootstrap.min.js	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/js/bootstrap.min.js	(from https://htmldemo.net/koparion/index.html)
16:10:02	128014/128014	---MCZ	200	added ('OK')	application/javascript	etag:%22634786d3-1f40e%22	https://htmldemo.net/koparion/p2/js/plugins.js	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/js/plugins.js	(from https://htmldemo.net/koparion/index.html)
16:10:02	1249/1249	---MCZ	200	added ('OK')	application/javascript	etag:%22634786cf-4e1%22	https://htmldemo.net/koparion/p2/js/ajax-mail.js	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/js/ajax-mail.js	(from https://htmldemo.net/koparion/index.html)
16:10:02	878/878	---MCZ	200	added ('OK')	application/javascript	etag:%22634786d0-36e%22	https://htmldemo.net/koparion/p2/js/main.js	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/js/main.js	(from https://htmldemo.net/koparion/index.html)
16:10:02	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Oct%202025%2009:10:03%20GMT	https://htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.eot	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.eot	(from https://htmldemo.net/koparion/p2/css/bootstrap.min.css)
16:10:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Oct%202025%2009:10:03%20GMT	https://htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.eot?	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regulard41d.eot	(from https://htmldemo.net/koparion/p2/css/bootstrap.min.css)
16:10:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Oct%202025%2009:10:03%20GMT	https://htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.woff2	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.woff2	(from https://htmldemo.net/koparion/p2/css/bootstrap.min.css)
16:10:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Oct%202025%2009:10:04%20GMT	https://htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.woff	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.woff	(from https://htmldemo.net/koparion/p2/css/bootstrap.min.css)
16:10:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Oct%202025%2009:10:04%20GMT	https://htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.ttf	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.ttf	(from https://htmldemo.net/koparion/p2/css/bootstrap.min.css)
16:10:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Oct%202025%2009:10:04%20GMT	https://htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.svg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/glyphicons-halflings-regular.svg	(from https://htmldemo.net/koparion/p2/css/bootstrap.min.css)
16:10:04	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634786c2-2876e%22	https://htmldemo.net/koparion/p2/fonts/fontawesome-webfont.eot?	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/koparion/p2/css/font-awesome.min.css)
16:10:04	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634786c2-2876e%22	https://htmldemo.net/koparion/p2/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/koparion/p2/css/font-awesome.min.css)
16:10:05	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22634786c7-12d68%22	https://htmldemo.net/koparion/p2/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/koparion/p2/css/font-awesome.min.css)
16:10:05	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22634786c7-17ee8%22	https://htmldemo.net/koparion/p2/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/koparion/p2/css/font-awesome.min.css)
16:10:05	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22634786c5-286ac%22	https://htmldemo.net/koparion/p2/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/koparion/p2/css/font-awesome.min.css)
16:10:05	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:%22634786c4-6d24a%22	https://htmldemo.net/koparion/p2/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/koparion/p2/css/font-awesome.min.css)
16:10:06	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634786bd-7fb6%22	https://htmldemo.net/koparion/p2/fonts/et-line.eot	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/et-line.eot	(from https://htmldemo.net/koparion/p2/css/et-line.css)
16:10:06	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22634786bd-7fb6%22	https://htmldemo.net/koparion/p2/fonts/et-line.eot?	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/et-lined41d.eot	(from https://htmldemo.net/koparion/p2/css/et-line.css)
16:10:06	55220/55220	---M--	200	added ('OK')	font/woff	etag:%22634786c0-d7b4%22	https://htmldemo.net/koparion/p2/fonts/et-line.woff	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/et-line.woff	(from https://htmldemo.net/koparion/p2/css/et-line.css)
16:10:06	32536/32536	---M--	200	added ('OK')	application/octet-stream	etag:%22634786bf-7f18%22	https://htmldemo.net/koparion/p2/fonts/et-line.ttf	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/et-line.ttf	(from https://htmldemo.net/koparion/p2/css/et-line.css)
16:10:06	176750/176750	---MCZ	200	added ('OK')	image/svg+xml	etag:%22634786be-2b26e%22	https://htmldemo.net/koparion/p2/fonts/et-line.svg	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/p2/fonts/et-line.svg	(from https://htmldemo.net/koparion/p2/css/et-line.css)
16:10:07	2106/2106	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Oct%202025%2009:10:07%20GMT	https://htmldemo.net/koparion/koparion/img/favicon.png	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/img/favicon.png	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:07	194859/194859	---MCZ	200	added ('OK')	text/css	etag:%226347871a-2f92b%22	https://htmldemo.net/koparion/koparion/css/bootstrap.min.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/bootstrap.min.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:07	74096/74096	---MCZ	200	added ('OK')	text/css	etag:%2263478718-12170%22	https://htmldemo.net/koparion/koparion/css/animate.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/animate.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:07	2953/2953	---MCZ	200	added ('OK')	text/css	etag:%2263478720-b89%22	https://htmldemo.net/koparion/koparion/css/meanmenu.min.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/meanmenu.min.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:08	3356/3356	---MCZ	200	added ('OK')	text/css	etag:%2263478721-d1c%22	https://htmldemo.net/koparion/koparion/css/owl.carousel.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/owl.carousel.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:08	27470/27470	---MCZ	200	added ('OK')	text/css	etag:%226347871e-6b4e%22	https://htmldemo.net/koparion/koparion/css/font-awesome.min.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/font-awesome.min.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:08	7141/7141	---MCZ	200	added ('OK')	text/css	etag:%226347871e-1be5%22	https://htmldemo.net/koparion/koparion/css/flexslider.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/flexslider.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:08	11042/11042	---MCZ	200	added ('OK')	text/css	etag:%226347871c-2b22%22	https://htmldemo.net/koparion/koparion/css/chosen.min.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/chosen.min.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:09	152104/152104	---MCZ	200	added ('OK')	text/css	etag:%2268ce911c-25228%22	https://htmldemo.net/koparion/koparion/style.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/style.css	(from https://htmldemo.net/koparion/koparion/index.html)
16:10:09	31577/31577	---MCZ	200	added ('OK')	text/css	etag:%2263478722-7b59%22	https://htmldemo.net/koparion/koparion/css/responsive.css	C:/Users/dungb/Downloads/template/htmldemo.net/koparion/koparion/css/responsive.css	(from https://htmldemo.net/koparion/koparion/index.html)
